ID,Lat,Long,Mopened,Opened,City,State,Commas,CityState,,
42020Sandestin,30.3799222,-86.3302238,1/15,1/16/15,Sandestin,Florida,",","Sandestin,Florida",,
42022Shawnee,39.0273676,-95.7627535,1/15,1/18/15,Shawnee,Kansas,",","Shawnee,Kansas",,
42023Cypress,29.9691116,-95.6971686,1/15,1/19/15,Cypress,Texas,",","Cypress,Texas",,
42023Missouri City,29.6185669,-95.5377215,1/15,1/19/15,Missouri City,Texas,",","Missouri City,Texas",,
42027Purcellville,39.1367717,-77.7147153,1/15,1/23/15,Purcellville,Virginia,",","Purcellville,Virginia",,
42030Alexandria,38.8051095,-77.0470229,1/15,1/26/15,Alexandria,Virginia,",","Alexandria,Virginia",,
42030Yonkers,40.9312099,-73.8987469,1/15,1/26/15,Yonkers,New York,",","Yonkers,New York",,
42033Lancaster,34.686785,-118.154163,1/15,1/29/15,Lancaster,California,",","Lancaster,California",,
42033San Diego,32.715738,-117.161084,1/15,1/29/15,San Diego,California,",","San Diego,California",,
42033Downers Grove,41.7938195,-88.010376,1/15,1/29/15,Downers Grove,Illinois,",","Downers Grove,Illinois",,
42034Kissimmee,28.2918995,-81.4075838,1/15,1/30/15,Kissimmee,Florida,",","Kissimmee,Florida",,
42034Orlando,28.5421109,-81.3790304,1/15,1/30/15,Orlando,Florida,",","Orlando,Florida",,
42034New York,40.7127281,-74.0060152,1/15,1/30/15,New York,New York,",","New York,New York",,
42036Bourbonnais,41.1639309,-87.8839693,2/15,2/1/15,Bourbonnais,Illinois,",","Bourbonnais,Illinois",,
42036Birmingham,33.518589,-86.810357,2/15,2/1/15,Birmingham,Alabama,",","Birmingham,Alabama",,
42038Dallas,32.7762719,-96.7968559,2/15,2/3/15,Dallas,Texas,",","Dallas,Texas",,
42039Rochester Hills,42.6583661,-83.1499322,2/15,2/4/15,Rochester Hills,Michigan,",","Rochester Hills,Michigan",,
42040Phoenix,33.448377,-112.074037,2/15,2/5/15,Phoenix,Arizona,",","Phoenix,Arizona",,
42041Modesto,37.63926,-120.997001,2/15,2/6/15,Modesto,California,",","Modesto,California",,
42041Jacksonville,30.3321838,-81.655651,2/15,2/6/15,Jacksonville,Florida,",","Jacksonville,Florida",,
42041Winter Park,28.6000625,-81.3427438,2/15,2/6/15,Winter Park,Florida,",","Winter Park,Florida",,
42041Miami,25.7742658,-80.1936589,2/15,2/6/15,Miami,Florida,",","Miami,Florida",,
42047Sterling Heights,42.5803122,-83.0302033,2/15,2/12/15,Sterling Heights,Michigan,",","Sterling Heights,Michigan",,
42048Vancouver,45.6306954,-122.6744557,2/15,2/13/15,Vancouver,Washington,",","Vancouver,Washington",,
42048Dallas,32.7762719,-96.7968559,2/15,2/13/15,Dallas,Texas,",","Dallas,Texas",,
42048Cocoa Beach,28.3298487,-80.6205466,2/15,2/13/15,Cocoa Beach,Florida,",","Cocoa Beach,Florida",,
42050Pasadena,34.147785,-118.144516,2/15,2/15/15,Pasadena,California,",","Pasadena,California",,
42052Wichita,37.6922361,-97.3375448,2/15,2/17/15,Wichita,Kansas,",","Wichita,Kansas",,
42054Vacaville,38.356577,-121.987744,2/15,2/19/15,Vacaville,California,",","Vacaville,California",,
42054San Jose,37.338208,-121.886329,2/15,2/19/15,San Jose,California,",","San Jose,California",,
42054Woodland,38.5815719,-121.4943996,2/15,2/19/15,Woodland,California,",","Woodland,California",,
42054Mission Viejo,33.596891,-117.658156,2/15,2/19/15,Mission Viejo,California,",","Mission Viejo,California",,
42055Arvada,39.8211225,-105.220743,2/15,2/20/15,Arvada,Colorado,",","Arvada,Colorado",,
42055Jacksonville,30.3321838,-81.655651,2/15,2/20/15,Jacksonville,Florida,",","Jacksonville,Florida",,
42055Richmond,37.5385087,-77.43428,2/15,2/20/15,Richmond,Virginia,",","Richmond,Virginia",,
42056Wayne,40.9491723,-74.2376802,2/15,2/21/15,Wayne,New Jersey,",","Wayne,New Jersey",,
42058Denver,39.7392364,-104.9848623,2/15,2/23/15,Denver,Colorado,",","Denver,Colorado",,
42059Round Rock,30.508235,-97.6788934,2/15,2/24/15,Round Rock,Texas,",","Round Rock,Texas",,
42061Brandon,27.928464,-82.2880508,2/15,2/26/15,Brandon,Florida,",","Brandon,Florida",,
42062Skokie,42.0333694,-87.7333972,2/15,2/27/15,Skokie,Illinois,",","Skokie,Illinois",,
42068Vista,33.200037,-117.242536,3/15,3/5/15,Vista,California,",","Vista,California",,
42069Roswell,34.02332,-84.360022,3/15,3/6/15,Roswell,Georgia,",","Roswell,Georgia",,
42070Rutherford,40.826489,-74.1068091,3/15,3/7/15,Rutherford,New Jersey,",","Rutherford,New Jersey",,
42072New York,40.7127281,-74.0060152,3/15,3/9/15,New York,New York,",","New York,New York",,
42076Myrtle Beach,33.6956461,-78.8900409,3/15,3/13/15,Myrtle Beach,South Carolina,",","Myrtle Beach,South Carolina",,
42079Lahaina,20.8738769,-156.6776784,3/15,3/16/15,Lahaina,Hawaii,",","Lahaina,Hawaii",,
42080Glenpool,35.9553737,-96.0088843,3/15,3/17/15,Glenpool,Oklahoma,",","Glenpool,Oklahoma",,
42081Spring,30.0798826,-95.4172549,3/15,3/18/15,Spring,Texas,",","Spring,Texas",,
42082Arvin,35.201799,-118.833105,3/15,3/19/15,Arvin,California,",","Arvin,California",,
42082Del Mar,32.959489,-117.265315,3/15,3/19/15,Del Mar,California,",","Del Mar,California",,
42082San Diego,32.715738,-117.161084,3/15,3/19/15,San Diego,California,",","San Diego,California",,
42083Kent,47.3826903,-122.2270272,3/15,3/20/15,Kent,Washington,",","Kent,Washington",,
42083Woodland Park,38.9938016,-105.0570457,3/15,3/20/15,Woodland Park,Colorado,",","Woodland Park,Colorado",,
42083Jacksonville,30.3321838,-81.655651,3/15,3/20/15,Jacksonville,Florida,",","Jacksonville,Florida",,
42083Lexington,33.8986841,-81.275054,3/15,3/20/15,Lexington,South Carolina,",","Lexington,South Carolina",,
42084Los Angeles,34.052234,-118.243685,3/15,3/21/15,Los Angeles,California,",","Los Angeles,California",,
42088Westwood,42.2139873,-71.2244987,3/15,3/25/15,Westwood,Massachusetts,",","Westwood,Massachusetts",,
42089Santa Maria,34.953034,-120.435719,3/15,3/26/15,Santa Maria,California,",","Santa Maria,California",,
42089Los Angeles,34.052234,-118.243685,3/15,3/26/15,Los Angeles,California,",","Los Angeles,California",,
42089Clarksville,36.5277607,-87.3588703,3/15,3/26/15,Clarksville,Tennessee,",","Clarksville,Tennessee",,
42090Murfreesboro,35.845999,-86.3920452,3/15,3/27/15,Murfreesboro,Tennessee,",","Murfreesboro,Tennessee",,
42090Prospect,38.345068,-85.615517,3/15,3/27/15,Prospect,Kentucky,",","Prospect,Kentucky",,
42090Miami,25.7742658,-80.1936589,3/15,3/27/15,Miami,Florida,",","Miami,Florida",,
42090Mount Pleasant,32.7940651,-79.8625851,3/15,3/27/15,Mount Pleasant,South Carolina,",","Mount Pleasant,South Carolina",,
42090Rochester,43.157285,-77.615214,3/15,3/27/15,Rochester,New York,",","Rochester,New York",,
42090Washington,38.8948932,-77.0365529,3/15,3/27/15,Washington,Washington,",","Washington,Washington",,
42091Omaha,41.2587459,-95.9383758,3/15,3/28/15,Omaha,Nebraska,",","Omaha,Nebraska",,
42091Latham,42.7442986,-73.7614799,3/15,3/28/15,Latham,New York,",","Latham,New York",,
42095Baton Rouge,30.4459596,-91.18738,4/15,4/1/15,Baton Rouge,Louisiana,",","Baton Rouge,Louisiana",,
42096Pomona,34.055103,-117.749991,4/15,4/2/15,Pomona,California,",","Pomona,California",,
42097Columbus,39.9622601,-83.0007065,4/15,4/3/15,Columbus,Ohio,",","Columbus,Ohio",,
42101Austin,30.2711286,-97.7436995,4/15,4/7/15,Austin,Texas,",","Austin,Texas",,
42103Normal,40.5117699,-88.9944815,4/15,4/9/15,Normal,Illinois,",","Normal,Illinois",,
42104Anaheim,33.836593,-117.914301,4/15,4/10/15,Anaheim,California,",","Anaheim,California",,
42104Cincinnati,39.1014537,-84.5124602,4/15,4/10/15,Cincinnati,Ohio,",","Cincinnati,Ohio",,
42104Cary,35.7883046,-78.7811964,4/15,4/10/15,Cary,North Carolina,",","Cary,North Carolina",,
42104Littleton,42.5375917,-71.5120096,4/15,4/10/15,Littleton,Massachusetts,",","Littleton,Massachusetts",,
42108Dallas,32.7762719,-96.7968559,4/15,4/14/15,Dallas,Texas,",","Dallas,Texas",,
42111Burien,47.469918,-122.3485274,4/15,4/17/15,Burien,Washington,",","Burien,Washington",,
42111Gardendale,33.660103,-86.81277,4/15,4/17/15,Gardendale,Alabama,",","Gardendale,Alabama",,
42111Oviedo,28.6593925,-81.2046905,4/15,4/17/15,Oviedo,Florida,",","Oviedo,Florida",,
42112Riverview,27.871197,-82.3269883,4/15,4/18/15,Riverview,Florida,",","Riverview,Florida",,
42118Boise,43.6166163,-116.200886,4/15,4/24/15,Boise,Idaho,",","Boise,Idaho",,
42118Macomb Township,42.7008653,-82.9590938,4/15,4/24/15,Macomb Township,Michigan,",","Macomb Township,Michigan",,
42118Sarasota,27.3364347,-82.5306527,4/15,4/24/15,Sarasota,Florida,",","Sarasota,Florida",,
42118Tampa,27.9477595,-82.458444,4/15,4/24/15,Tampa,Florida,",","Tampa,Florida",,
42118Pittsburgh,40.4416941,-79.9900861,4/15,4/24/15,Pittsburgh,Pennsylvania,",","Pittsburgh,Pennsylvania",,
42118Charlottesville,38.029306,-78.4766781,4/15,4/24/15,Charlottesville,Virginia,",","Charlottesville,Virginia",,
42118Richmond,37.5385087,-77.43428,4/15,4/24/15,Richmond,Virginia,",","Richmond,Virginia",,
42118Lynn,42.466763,-70.9494939,4/15,4/24/15,Lynn,Massachusetts,",","Lynn,Massachusetts",,
42120Oakbrook Terrace,41.8500302,-87.9645077,4/15,4/26/15,Oakbrook Terrace,Illinois,",","Oakbrook Terrace,Illinois",,
42121Wheatridge,39.7392364,-104.9848623,4/15,4/27/15,Wheatridge,Colorado,",","Wheatridge,Colorado",,
42121New York,40.7127281,-74.0060152,4/15,4/27/15,New York,New York,",","New York,New York",,
42122Waco,31.549333,-97.1466695,4/15,4/28/15,Waco,Texas,",","Waco,Texas",,
42122Hoover,33.405387,-86.811378,4/15,4/28/15,Hoover,Alabama,",","Hoover,Alabama",,
42122Jackson,35.0320187,-85.2880127,4/15,4/28/15,Jackson,Tennessee,",","Jackson,Tennessee",,
42123Dublin,37.71594,-121.910122,4/15,4/29/15,Dublin,California,",","Dublin,California",,
42124Maricopa,33.058106,-112.047642,4/15,4/30/15,Maricopa,Arizona,",","Maricopa,Arizona",,
42124Cranford,40.6584358,-74.2995923,4/15,4/30/15,Cranford,New Jersey,",","Cranford,New Jersey",,
42125Tigard,45.4307473,-122.7719339,5/15,5/1/15,Tigard,Oregon,",","Tigard,Oregon",,
42128Alvin,29.4238472,-95.2441009,5/15,5/4/15,Alvin,Texas,",","Alvin,Texas",,
42131Windsor,38.5471327,-122.8163802,5/15,5/7/15,Windsor,California,",","Windsor,California",,
42131Santa Fe Spings,33.947236,-118.085345,5/15,5/7/15,Santa Fe Spings,California,",","Santa Fe Spings,California",,
42135Clearfield,41.1134756,-112.0244382,5/15,5/11/15,Clearfield,Utah,",","Clearfield,Utah",,
42135American Fork,40.3768954,-111.7957645,5/15,5/11/15,American Fork,Utah,",","American Fork,Utah",,
42138San Jose,37.338208,-121.886329,5/15,5/14/15,San Jose,California,",","San Jose,California",,
42138Modesto,37.63926,-120.997001,5/15,5/14/15,Modesto,California,",","Modesto,California",,
42138Schaumburg,42.0333608,-88.083406,5/15,5/14/15,Schaumburg,Illinois,",","Schaumburg,Illinois",,
42139Norfolk,36.8462923,-76.2929252,5/15,5/15/15,Norfolk,Virginia,",","Norfolk,Virginia",,
42142Ft. Collins,40.5508527,-105.0668085,5/15,5/18/15,Ft. Collins,Colorado,",","Ft. Collins,Colorado",,
42142Southampton,40.884267,-72.3895296,5/15,5/18/15,Southampton,New York,",","Southampton,New York",,
42144Hollister,36.852455,-121.401602,5/15,5/20/15,Hollister,California,",","Hollister,California",,
42144Granbury,32.4407788,-97.7926088,5/15,5/20/15,Granbury,Texas,",","Granbury,Texas",,
42145Stockton,37.957702,-121.29078,5/15,5/21/15,Stockton,California,",","Stockton,California",,
42145Laguna Miguel,33.523674,-117.714944,5/15,5/21/15,Laguna Miguel,California,",","Laguna Miguel,California",,
42151Brooklyn,40.6501038,-73.9495823,5/15,5/27/15,Brooklyn,New York,",","Brooklyn,New York",,
42152Santa Fe Springs,33.947236,-118.085345,5/15,5/28/15,Santa Fe Springs,California,",","Santa Fe Springs,California",,
42152Palatine,42.1105779,-88.0336888,5/15,5/28/15,Palatine,Illinois,",","Palatine,Illinois",,
42152Clarksville,36.5277607,-87.3588703,5/15,5/28/15,Clarksville,Tennessee,",","Clarksville,Tennessee",,
42153Lauderhill,26.1567308,-80.2250677,5/15,5/29/15,Lauderhill,Florida,",","Lauderhill,Florida",,
42154Sioux City,42.4966815,-96.4058782,5/15,5/30/15,Sioux City,Iowa,",","Sioux City,Iowa",,
42158Spring,30.0798826,-95.4172549,6/15,6/3/15,Spring,Texas,",","Spring,Texas",,
42158Middleton,43.0962919,-89.5119565,6/15,6/3/15,Middleton,Wisconsin,",","Middleton,Wisconsin",,
42158Key West,24.5625566,-81.7724368,6/15,6/3/15,Key West,Florida,",","Key West,Florida",,
42160Fayetteville,36.082156,-94.171854,6/15,6/5/15,Fayetteville,Arkansas,",","Fayetteville,Arkansas",,
42160Franklin,42.5896205,-72.6110645,6/15,6/5/15,Franklin,Massachusetts,",","Franklin,Massachusetts",,
42166Newport News,36.9786449,-76.4321089,6/15,6/11/15,Newport News,Virginia,",","Newport News,Virginia",,
42167Anchorage,61.218056,-149.900278,6/15,6/12/15,Anchorage,Alaska,",","Anchorage,Alaska",,
42167Ponderay,48.3054806,-116.5338037,6/15,6/12/15,Ponderay,Idaho,",","Ponderay,Idaho",,
42170Houston,31.3378465,-95.390805,6/15,6/15/15,Houston,Texas,",","Houston,Texas",,
42171San Antonio,29.4246002,-98.4951405,6/15,6/16/15,San Antonio,Texas,",","San Antonio,Texas",,
42174Albany,44.6365071,-123.1059324,6/15,6/19/15,Albany,Oregon,",","Albany,Oregon",,
42177New York,40.7127281,-74.0060152,6/15,6/22/15,New York,New York,",","New York,New York",,
42177New York,40.7127281,-74.0060152,6/15,6/22/15,New York,New York,",","New York,New York",,
42178Killeen,31.1171441,-97.727796,6/15,6/23/15,Killeen,Texas,",","Killeen,Texas",,
42178Sand Springs,36.1394339,-96.1100025,6/15,6/23/15,Sand Springs,Oklahoma,",","Sand Springs,Oklahoma",,
42179Pacifica,37.613825,-122.486919,6/15,6/24/15,Pacifica,California,",","Pacifica,California",,
42180Covina,34.090009,-117.89034,6/15,6/25/15,Covina,California,",","Covina,California",,
42180Phoenix,33.448377,-112.074037,6/15,6/25/15,Phoenix,Arizona,",","Phoenix,Arizona",,
42180Ann Arbor,42.2681569,-83.7312291,6/15,6/25/15,Ann Arbor,Michigan,",","Ann Arbor,Michigan",,
42180Palm City,27.1713925,-80.2842217,6/15,6/25/15,Palm City,Florida,",","Palm City,Florida",,
42180Washington DC,38.8948932,-77.0365529,6/15,6/25/15,Washington DC,Washington,",","Washington DC,Washington",,
42181Murray,40.6667841,-111.888417,6/15,6/26/15,Murray,Utah,",","Murray,Utah",,
42181Garner,35.7112642,-78.6141709,6/15,6/26/15,Garner,North Carolina,",","Garner,North Carolina",,
42184San Jose,37.338208,-121.886329,6/15,6/29/15,San Jose,California,",","San Jose,California",,
42184New York,40.7127281,-74.0060152,6/15,6/29/15,New York,New York,",","New York,New York",,
42186Newport Beach,33.618883,-117.929849,7/15,7/1/15,Newport Beach,California,",","Newport Beach,California",,
42186Oxon Hill,38.8035961,-76.9896573,7/15,7/1/15,Oxon Hill,Maryland,",","Oxon Hill,Maryland",,
42187Columbia,38.951883,-92.3337366,7/15,7/2/15,Columbia,Missouri,",","Columbia,Missouri",,
42187Chicago,41.8755616,-87.6244212,7/15,7/2/15,Chicago,Illinois,",","Chicago,Illinois",,
42188Orem,40.2971825,-111.694943,7/15,7/3/15,Orem,Utah,",","Orem,Utah",,
42188St Louis,38.6268039,-90.1994097,7/15,7/3/15,St Louis,Missouri,",","St Louis,Missouri",,
42188Hilliard,40.033814,-83.1596108,7/15,7/3/15,Hilliard,Ohio,",","Hilliard,Ohio",,
42188Charleston,32.7876012,-79.9402728,7/15,7/3/15,Charleston,South Carolina,",","Charleston,South Carolina",,
42190Playa Vista,33.975395,-118.419231,7/15,7/5/15,Playa Vista,California,",","Playa Vista,California",,
42192Denver,39.7392364,-104.9848623,7/15,7/7/15,Denver,Colorado,",","Denver,Colorado",,
42192Keller,32.9299655,-97.2271249,7/15,7/7/15,Keller,Texas,",","Keller,Texas",,
42192Houston,31.3378465,-95.390805,7/15,7/7/15,Houston,Texas,",","Houston,Texas",,
42193Humble,29.9988312,-95.2621553,7/15,7/8/15,Humble,Texas,",","Humble,Texas",,
42194Hanford,36.32745,-119.645684,7/15,7/9/15,Hanford,California,",","Hanford,California",,
42194Poway,32.962823,-117.035865,7/15,7/9/15,Poway,California,",","Poway,California",,
42194Little Rock,34.746481,-92.289595,7/15,7/9/15,Little Rock,Arkansas,",","Little Rock,Arkansas",,
42194Chicago,41.8755616,-87.6244212,7/15,7/9/15,Chicago,Illinois,",","Chicago,Illinois",,
42195Bothell,47.7598697,-122.2068288,7/15,7/10/15,Bothell,Washington,",","Bothell,Washington",,
42195Fairburn,33.5670562,-84.5810418,7/15,7/10/15,Fairburn,Georgia,",","Fairburn,Georgia",,
42195Marco Island,25.9363356,-81.7156832,7/15,7/10/15,Marco Island,Florida,",","Marco Island,Florida",,
42198Webster,29.5376944,-95.1220967,7/15,7/13/15,Webster,Texas,",","Webster,Texas",,
42198New York,40.7127281,-74.0060152,7/15,7/13/15,New York,New York,",","New York,New York",,
42199Schaumburg,42.0333608,-88.083406,7/15,7/14/15,Schaumburg,Illinois,",","Schaumburg,Illinois",,
42199Montgomery,32.379223,-86.307737,7/15,7/14/15,Montgomery,Alabama,",","Montgomery,Alabama",,
42201Gardena,33.888349,-118.308962,7/15,7/16/15,Gardena,California,",","Gardena,California",,
42201Louisville,38.2542376,-85.759407,7/15,7/16/15,Louisville,Kentucky,",","Louisville,Kentucky",,
42201Lenor City,35.732687,-84.205759,7/15,7/16/15,Lenor City,Tennessee,",","Lenor City,Tennessee",,
42205Las Vegas,36.1672559,-115.1485163,7/15,7/20/15,Las Vegas,Nevada,",","Las Vegas,Nevada",,
42207Salinas,36.677737,-121.655501,7/15,7/22/15,Salinas,California,",","Salinas,California",,
42208San Ramon,37.779927,-121.978015,7/15,7/23/15,San Ramon,California,",","San Ramon,California",,
42209Tallahassee,30.4380832,-84.2809332,7/15,7/24/15,Tallahassee,Florida,",","Tallahassee,Florida",,
42209Miami,25.7742658,-80.1936589,7/15,7/24/15,Miami,Florida,",","Miami,Florida",,
42211Denver,39.7392364,-104.9848623,7/15,7/26/15,Denver,Colorado,",","Denver,Colorado",,
42213Hutto,30.5427638,-97.5468898,7/15,7/28/15,Hutto,Texas,",","Hutto,Texas",,
42214Silverdale,47.6594091,-122.6766317,7/15,7/29/15,Silverdale,Washington,",","Silverdale,Washington",,
42215Cupertino,37.322998,-122.032182,7/15,7/30/15,Cupertino,California,",","Cupertino,California",,
42216Chino,39.728494,-121.837478,7/15,7/31/15,Chino,California,",","Chino,California",,
42216Winchester,39.1852184,-78.1652404,7/15,7/31/15,Winchester,Virginia,",","Winchester,Virginia",,
42217Las Vegas,36.1672559,-115.1485163,8/15,8/1/15,Las Vegas,Nevada,",","Las Vegas,Nevada",,
42220Troy,42.7284117,-73.6917878,8/15,8/4/15,Troy,New York,",","Troy,New York",,
42221National City,32.678109,-117.099197,8/15,8/5/15,National City,California,",","National City,California",,
42221Royal Oak,42.4894801,-83.1446485,8/15,8/5/15,Royal Oak,Michigan,",","Royal Oak,Michigan",,
42223Covington,47.3657791,-122.100222,8/15,8/7/15,Covington,Washington,",","Covington,Washington",,
42226Seattle,47.6038321,-122.3300624,8/15,8/10/15,Seattle,Washington,",","Seattle,Washington",,
42226Pleasanton,37.660448,-121.875797,8/15,8/10/15,Pleasanton,California,",","Pleasanton,California",,
42226Bronx,40.8466508,-73.8785937,8/15,8/10/15,Bronx,New York,",","Bronx,New York",,
42229Mesa,33.415184,-111.831472,8/15,8/13/15,Mesa,Arizona,",","Mesa,Arizona",,
42229Fredericksburg,30.2752011,-98.8719843,8/15,8/13/15,Fredericksburg,Virginia,",","Fredericksburg,Virginia",,
42229Pittsfield Township,42.2103174,-83.7241068,8/15,8/13/15,Pittsfield Township,Michigan,",","Pittsfield Township,Michigan",,
42229Dover,39.158168,-75.5243682,8/15,8/13/15,Dover,Delaware,",","Dover,Delaware",,
42229Gloucester Township,39.7892305,-75.047652,8/15,8/13/15,Gloucester Township,New Jersey,",","Gloucester Township,New Jersey",,
42230Seattle,47.6038321,-122.3300624,8/15,8/14/15,Seattle,Washington,",","Seattle,Washington",,
42230Clive,41.6096029,-93.7754352,8/15,8/14/15,Clive,Iowa,",","Clive,Iowa",,
42230St. Charles,41.9139516,-88.3125302,8/15,8/14/15,St. Charles,Illinois,",","St. Charles,Illinois",,
42230Alexandria,38.8051095,-77.0470229,8/15,8/14/15,Alexandria,Virginia,",","Alexandria,Virginia",,
42231Columbus,39.9622601,-83.0007065,8/15,8/15/15,Columbus,Ohio,",","Columbus,Ohio",,
42231St Augustine,29.8946952,-81.3145395,8/15,8/15/15,St Augustine,Florida,",","St Augustine,Florida",,
42231Beaufort,32.4315813,-80.6698286,8/15,8/15/15,Beaufort,South Carolina,",","Beaufort,South Carolina",,
42233Arlington,38.8903961,-77.0841585,8/15,8/17/15,Arlington,Virginia,",","Arlington,Virginia",,
42235Nogales,31.340377,-110.934253,8/15,8/19/15,Nogales,Arizona,",","Nogales,Arizona",,
42236Modesto,37.63926,-120.997001,8/15,8/20/15,Modesto,California,",","Modesto,California",,
42236Vista,33.200037,-117.242536,8/15,8/20/15,Vista,California,",","Vista,California",,
42236Brookfield,43.0605671,-88.1064787,8/15,8/20/15,Brookfield,Wisconsin,",","Brookfield,Wisconsin",,
42237Voorhees,39.8512162,-74.9619779,8/15,8/21/15,Voorhees,New Jersey,",","Voorhees,New Jersey",,
42238Phillipsburg,40.6937099,-75.1901761,8/15,8/22/15,Phillipsburg,New Jersey,",","Phillipsburg,New Jersey",,
42238Ridgewood,40.9796683,-74.1194403,8/15,8/22/15,Ridgewood,New Jersey,",","Ridgewood,New Jersey",,
42240Lucas,33.0842854,-96.5766577,8/15,8/24/15,Lucas,Texas,",","Lucas,Texas",,
42240Islandia,40.8042649,-73.1690019,8/15,8/24/15,Islandia,New York,",","Islandia,New York",,
42241Philadelphia,39.9527237,-75.1635262,8/15,8/25/15,Philadelphia,Pennsylvania,",","Philadelphia,Pennsylvania",,
42242Houston,31.3378465,-95.390805,8/15,8/26/15,Houston,Texas,",","Houston,Texas",,
42242Ames,42.0267703,-93.6170554,8/15,8/26/15,Ames,Iowa,",","Ames,Iowa",,
42242New Berlin,42.976453,-88.1090391,8/15,8/26/15,New Berlin,Wisconsin,",","New Berlin,Wisconsin",,
42243Mission,39.0277832,-94.6557914,8/15,8/27/15,Mission,Kansas,",","Mission,Kansas",,
42244Victorville,34.536218,-117.292764,8/15,8/28/15,Victorville,California,",","Victorville,California",,
42244Portage,41.5758708,-87.1761455,8/15,8/28/15,Portage,Indiana,",","Portage,Indiana",,
42244Columbus,39.9622601,-83.0007065,8/15,8/28/15,Columbus,Ohio,",","Columbus,Ohio",,
42244Baltimore,39.2908816,-76.610759,8/15,8/28/15,Baltimore,Maryland,",","Baltimore,Maryland",,
42244Enfield,41.9789387,-72.5755109,8/15,8/28/15,Enfield,Connecticut,",","Enfield,Connecticut",,
42245Birmingham,33.518589,-86.810357,8/15,8/29/15,Birmingham,Alabama,",","Birmingham,Alabama",,
42245Cleveland,41.5051613,-81.6934446,8/15,8/29/15,Cleveland,Ohio,",","Cleveland,Ohio",,
42247Las Vegas,36.1672559,-115.1485163,8/15,8/31/15,Las Vegas,Nevada,",","Las Vegas,Nevada",,
42248Eugene,44.0505054,-123.0950506,9/15,9/1/15,Eugene,Oregon,",","Eugene,Oregon",,
42250Phoenix,33.448377,-112.074037,9/15,9/3/15,Phoenix,Arizona,",","Phoenix,Arizona",,
42251New Bern,35.1084931,-77.0441143,9/15,9/4/15,New Bern,North Carolina,",","New Bern,North Carolina",,
42251Philadelphia,39.9527237,-75.1635262,9/15,9/4/15,Philadelphia,Pennsylvania,",","Philadelphia,Pennsylvania",,
42251Lawrenceville,40.3009877,-74.7373728,9/15,9/4/15,Lawrenceville,New Jersey,",","Lawrenceville,New Jersey",,
42252Newark,40.735657,-74.1723667,9/15,9/5/15,Newark,New Jersey,",","Newark,New Jersey",,
42254Katy,29.7857853,-95.8243956,9/15,9/7/15,Katy,Texas,",","Katy,Texas",,
42254Champaign,40.1164205,-88.2433829,9/15,9/7/15,Champaign,Illinois,",","Champaign,Illinois",,
42254Columbus,32.4609764,-84.9877094,9/15,9/7/15,Columbus,Georgia,",","Columbus,Georgia",,
42255Winston-Salem,36.0998131,-80.2440518,9/15,9/8/15,Winston-Salem,North Carolina,",","Winston-Salem,North Carolina",,
42257City of Industry,34.019734,-117.958675,9/15,9/10/15,City of Industry,California,",","City of Industry,California",,
42257Ontario,34.063344,-117.650888,9/15,9/10/15,Ontario,California,",","Ontario,California",,
42257Fontana,34.092234,-117.435048,9/15,9/10/15,Fontana,California,",","Fontana,California",,
42257Tempe,33.42551,-111.940005,9/15,9/10/15,Tempe,Arizona,",","Tempe,Arizona",,
42257Flagstaff,35.198284,-111.651302,9/15,9/10/15,Flagstaff,Arizona,",","Flagstaff,Arizona",,
42257Searcy,35.24682,-91.733685,9/15,9/10/15,Searcy,Arkansas,",","Searcy,Arkansas",,
42258Portland,45.5202471,-122.6741949,9/15,9/11/15,Portland,Oregon,",","Portland,Oregon",,
42258Los Angeles,34.052234,-118.243685,9/15,9/11/15,Los Angeles,California,",","Los Angeles,California",,
42258Whittier,33.9708782,-118.0308396,9/15,9/11/15,Whittier,California,",","Whittier,California",,
42258Costa Mesa,33.663844,-117.904743,9/15,9/11/15,Costa Mesa,California,",","Costa Mesa,California",,
42258Pocatello,42.8688613,-112.4401098,9/15,9/11/15,Pocatello,Idaho,",","Pocatello,Idaho",,
42258Anoka,45.2710195,-93.2827625,9/15,9/11/15,Anoka,Minnesota,",","Anoka,Minnesota",,
42258Albany,31.5782062,-84.1556809,9/15,9/11/15,Albany,Georgia,",","Albany,Georgia",,
42258Anderson,34.5258335,-82.652962,9/15,9/11/15,Anderson,South Carolina,",","Anderson,South Carolina",,
42258Durham,35.996653,-78.9018053,9/15,9/11/15,Durham,North Carolina,",","Durham,North Carolina",,
42261Lake Forest,33.646944,-117.686102,9/15,9/14/15,Lake Forest,California,",","Lake Forest,California",,
42261Phoenix,33.448377,-112.074037,9/15,9/14/15,Phoenix,Arizona,",","Phoenix,Arizona",,
42261Naples,26.1421976,-81.7942944,9/15,9/14/15,Naples,Florida,",","Naples,Florida",,
42261Bronx,40.8466508,-73.8785937,9/15,9/14/15,Bronx,New York,",","Bronx,New York",,
42264Camarillo,34.216394,-119.037602,9/15,9/17/15,Camarillo,California,",","Camarillo,California",,
42264Sandy,40.5664878,-111.838904,9/15,9/17/15,Sandy,Utah,",","Sandy,Utah",,
42264Van Buren,35.436756,-94.348268,9/15,9/17/15,Van Buren,Arkansas,",","Van Buren,Arkansas",,
42264Barrington,42.1539141,-88.1361888,9/15,9/17/15,Barrington,Illinois,",","Barrington,Illinois",,
